Kim,male
Laurine,female
Leandro,male
Leontine,female
Leopoldine,female
Leticia,female
Levana,female
Leyla,female
Liana,female
Lilie,female
Lili-Rose,female
Lilly,female
Lily-Rose,female
Lois,female
Loise,female
Lou-Anne,female
Lounis,male
Lubin,male
Lucille,female
Ludmila,female
Mae,male
Mamoudou,male
Marie-Ange,female
Matisse,male
Matys,male
Maxens,male
Mayar,female
Meryem,female
Milla,female
Mira,female
Miya,female
Monica,female
Naia,female
Nala,female
Natacha,female
Nelya,female
Niame,female
Niouma,female
Nizar,male
Noam,male
Nouha,male
Olga,female
Ophelie,female
Paula,female
Peter,male
Priscille,female
Prosper,male
Prudence,female
Rebecca,female
Reda,male
Reda,male
Sadio,female
Said,male
Selena,female
Shai,male
Shaima,female
Shaina,female
Shannon,female
Shayan,male
Shayna,female
Sherine,female
Shirine,female
Sihem,female
Sohan,male
Stephane,male
Steven,male
Swan,male
Talya,female
Tancrede,male
Tanya,female
Tao,male
Tatiana,female
Tea,female
Terence,male
Theo,male
Theophane,male
Tiana,female
Tidiane,male
Tina,female
Tsipora,female
Tyron,male
Vera,female
Viktoria,female
Yahya,male
Yamina,female
Ylan,male
Yoel,male
Yuna,female
Yvan,male
Zacharia,male
Zakary,male
